cycle_id,cell_id,timestamp,voltage_mean,voltage_min,voltage_max,current_mean,current_max,temperature_mean,temperature_max,soc_min,soc_max,charge_time_min,discharge_time_min,soh_ground_truth
245,cell_01,2024-03-02 00:00:00,3.6785,3.5044,3.8495,1.2673,1.9607,30.71,38.71,0.1602,0.9662,86.62,80.02,92.233
246,cell_01,2024-03-02 06:00:00,3.6874,3.5165,3.8437,1.3169,1.9669,29.54,37.54,0.1413,0.9519,85.91,83.06,92.273
247,cell_01,2024-03-02 12:00:00,3.6731,3.4955,3.8271,1.2821,1.9321,30.41,42.49,0.1098,0.96,82.38,83.22,92.137
248,cell_01,2024-03-02 18:00:00,3.6683,3.4988,3.8226,1.2773,1.9273,30.4,38.4,0.0994,0.93,87.14,83.0,92.248
249,cell_01,2024-03-03 00:00:00,3.6958,3.4946,3.8496,1.2332,1.9251,30.12,38.97,0.1301,0.945,86.57,87.53,92.241
250,cell_01,2024-03-03 06:00:00,3.6809,3.5102,3.8348,1.3039,1.9539,28.91,37.41,0.1144,0.9313,86.5,82.62,92.306
251,cell_01,2024-03-03 12:00:00,3.6953,3.521,3.8502,1.2909,1.9409,33.39,42.06,0.1266,0.9578,81.43,77.12,91.064
252,cell_01,2024-03-03 18:00:00,3.6996,3.5304,3.8619,1.2839,1.9339,31.45,41.92,0.1349,0.9345,82.62,86.3,92.335
253,cell_01,2024-03-04 00:00:00,3.6814,3.5107,3.8355,1.3099,2.0015,30.66,41.09,0.1087,0.9372,85.82,83.54,91.727
254,cell_01,2024-03-04 06:00:00,3.6938,3.5122,3.8478,1.3374,1.9874,32.14,40.14,0.0977,0.9551,78.9,81.65,91.945
255,cell_01,2024-03-04 12:00:00,3.6804,3.5088,3.8448,1.3351,2.0016,31.71,40.09,0.1277,0.9606,79.85,79.01,91.358
256,cell_01,2024-03-04 18:00:00,3.669,3.4981,3.8232,1.3276,2.0396,31.41,39.41,0.1093,0.9484,85.51,78.87,91.63
257,cell_01,2024-03-05 00:00:00,3.6886,3.5172,3.8451,1.288,1.938,32.03,40.23,0.1229,0.9557,87.96,81.36,91.57
258,cell_01,2024-03-05 06:00:00,3.6836,3.5004,3.8382,1.2717,1.9217,31.2,39.2,0.0931,0.9554,90.1,78.44,92.212
259,cell_01,2024-03-05 12:00:00,3.683,3.5116,3.8543,1.2478,1.8978,32.01,40.01,0.115,0.9478,86.55,83.68,91.595
260,cell_01,2024-03-05 18:00:00,3.7078,3.5377,3.8618,1.2703,1.9393,32.13,40.13,0.1343,0.9391,87.15,83.63,91.999
261,cell_01,2024-03-06 00:00:00,3.6721,3.501,3.8263,1.301,2.0129,31.24,40.05,0.1321,0.9556,86.78,81.59,91.576
262,cell_01,2024-03-06 06:00:00,3.6913,3.5158,3.854,1.2607,1.9107,30.67,38.67,0.1042,0.9561,84.06,81.4,91.635
263,cell_01,2024-03-06 12:00:00,3.6776,3.5002,3.8317,1.3048,1.9833,33.3,41.59,0.0966,0.9589,86.22,79.87,91.698
264,cell_01,2024-03-06 18:00:00,3.6973,3.5277,3.8512,1.2517,1.9533,30.28,38.28,0.1203,0.9531,84.79,85.13,92.156
265,cell_01,2024-03-07 00:00:00,3.6896,3.5059,3.8441,1.217,1.867,31.59,39.59,0.1312,0.9383,93.51,84.67,91.072
266,cell_01,2024-03-07 06:00:00,3.6907,3.5111,3.845,1.341,1.991,31.62,41.93,0.1281,0.9569,82.77,81.34,91.244
267,cell_01,2024-03-07 12:00:00,3.6771,3.4934,3.8401,1.2763,1.9472,30.09,39.26,0.1098,0.95,85.56,83.09,91.054
268,cell_01,2024-03-07 18:00:00,3.6793,3.5018,3.8392,1.2581,1.9254,29.79,40.09,0.126,0.9452,86.96,78.39,91.312
269,cell_01,2024-03-08 00:00:00,3.6964,3.5183,3.8507,1.2453,1.9244,30.47,41.59,0.15,0.9471,85.26,79.47,91.395
270,cell_01,2024-03-08 06:00:00,3.7044,3.5271,3.8602,1.3212,1.9992,30.26,38.26,0.1241,0.9431,81.52,80.23,91.154
271,cell_01,2024-03-08 12:00:00,3.6919,3.5118,3.8611,1.3687,2.0187,28.81,39.81,0.0873,0.9589,81.97,75.44,91.418
272,cell_01,2024-03-08 18:00:00,3.677,3.5036,3.8317,1.2798,1.9794,30.02,38.02,0.1241,0.9358,85.33,83.62,90.638
273,cell_01,2024-03-09 00:00:00,3.6898,3.5171,3.8458,1.2892,1.9976,31.4,40.89,0.1609,0.9401,84.89,77.64,90.937
274,cell_01,2024-03-09 06:00:00,3.7117,3.5407,3.8659,1.3536,2.0129,32.9,40.9,0.0943,0.9467,78.73,73.2,91.603
275,cell_01,2024-03-09 12:00:00,3.6881,3.5165,3.8424,1.2095,1.8595,31.83,39.83,0.1206,0.9661,92.37,85.1,91.364
276,cell_01,2024-03-09 18:00:00,3.7016,3.5259,3.8559,1.3983,2.0483,27.1,36.33,0.1155,0.9605,77.5,76.28,91.299
277,cell_01,2024-03-10 00:00:00,3.679,3.5031,3.8476,1.4222,2.0819,31.96,41.85,0.1219,0.9336,74.3,76.52,90.942
278,cell_01,2024-03-10 06:00:00,3.6858,3.5015,3.8404,1.1647,1.8147,30.16,39.99,0.1239,0.9635,97.69,92.45,90.782
279,cell_01,2024-03-10 12:00:00,3.6925,3.5083,3.8574,1.2951,1.9451,31.68,40.11,0.1428,0.9635,84.28,79.88,90.901
280,cell_01,2024-03-10 18:00:00,3.6908,3.5189,3.8452,1.2641,1.9141,30.98,39.24,0.1217,0.9383,86.85,84.99,91.229
281,cell_01,2024-03-11 00:00:00,3.6793,3.5052,3.8337,1.2868,1.9671,30.71,39.76,0.1455,0.9248,89.26,77.25,91.32
282,cell_01,2024-03-11 06:00:00,3.6789,3.5072,3.8454,1.2791,1.9374,30.85,39.45,0.1176,0.9493,84.54,82.02,91.33
283,cell_01,2024-03-11 12:00:00,3.6964,3.524,3.8608,1.3406,1.9906,30.97,40.05,0.113,0.9612,85.08,80.86,91.017
284,cell_01,2024-03-11 18:00:00,3.6978,3.5211,3.8546,1.2944,1.9619,33.02,41.42,0.1066,0.9659,85.64,78.93,90.606
285,cell_01,2024-03-12 00:00:00,3.7014,3.5285,3.8636,1.2545,1.9045,30.97,40.66,0.0837,0.9413,88.05,86.55,90.835
286,cell_01,2024-03-12 06:00:00,3.7041,3.5069,3.8588,1.2914,1.9672,32.63,40.63,0.1255,0.9675,82.07,77.74,90.731
287,cell_01,2024-03-12 12:00:00,3.6875,3.5088,3.8421,1.3257,1.9757,32.41,40.41,0.1611,0.9277,78.48,74.81,90.767
288,cell_01,2024-03-12 18:00:00,3.684,3.5126,3.8383,1.2408,1.8908,32.0,40.0,0.1292,0.9463,87.88,84.23,91.439
289,cell_01,2024-03-13 00:00:00,3.699,3.5054,3.8628,1.2177,1.8677,28.32,36.87,0.1337,0.9458,84.63,88.16,90.299
290,cell_01,2024-03-13 06:00:00,3.6933,3.5202,3.8479,1.3996,2.0496,32.67,43.96,0.1117,0.9615,74.47,72.45,90.757
291,cell_01,2024-03-13 12:00:00,3.677,3.5036,3.8462,1.2679,1.9188,30.31,38.31,0.1151,0.963,87.13,84.58,91.191
292,cell_01,2024-03-13 18:00:00,3.6752,3.5012,3.8301,1.2931,1.9505,32.07,40.33,0.1397,0.9595,85.76,76.91,90.388
293,cell_01,2024-03-14 00:00:00,3.6909,3.5009,3.8458,1.2801,1.9301,29.54,39.05,0.1602,0.9365,82.14,82.8,90.635
294,cell_01,2024-03-14 06:00:00,3.6842,3.5109,3.8465,1.3274,1.9774,29.22,37.22,0.1498,0.9586,83.87,78.34,90.669
295,cell_01,2024-03-14 12:00:00,3.6856,3.5106,3.8406,1.3886,2.0386,33.96,41.96,0.1361,0.9551,81.81,71.83,90.594
296,cell_01,2024-03-14 18:00:00,3.696,3.5094,3.8509,1.329,2.1044,29.56,38.29,0.1207,0.9333,83.41,79.13,90.182
297,cell_01,2024-03-15 00:00:00,3.6937,3.5148,3.8484,1.2241,1.8741,32.72,40.72,0.1242,0.9293,91.51,86.43,90.764
298,cell_01,2024-03-15 06:00:00,3.6995,3.5264,3.863,1.2308,1.8808,31.18,39.18,0.1049,0.9604,90.29,84.22,90.785
299,cell_01,2024-03-15 12:00:00,3.6668,3.4825,3.8214,1.2801,2.0947,30.37,40.57,0.091,0.9482,82.72,78.47,90.738
300,cell_01,2024-03-15 18:00:00,3.688,3.4884,3.8429,1.2866,1.9576,30.93,40.94,0.0975,0.9371,83.07,76.94,90.324
301,cell_01,2024-03-16 00:00:00,3.6929,3.5162,3.8477,1.2139,1.8639,29.05,37.8,0.121,0.9479,93.6,89.19,90.611
302,cell_01,2024-03-16 06:00:00,3.6698,3.4939,3.8335,1.341,2.0331,30.98,40.74,0.1142,0.9536,81.9,77.83,90.073
303,cell_01,2024-03-16 12:00:00,3.6788,3.5027,3.8337,1.2457,1.8957,29.38,37.81,0.0906,0.9492,89.45,85.27,90.243
304,cell_01,2024-03-16 18:00:00,3.6781,3.4924,3.8507,1.3747,2.0701,30.41,39.52,0.1193,0.9345,83.15,77.02,90.988
305,cell_01,2024-03-17 00:00:00,3.6858,3.5117,3.8406,1.391,2.041,32.39,40.39,0.1136,0.9689,75.87,76.63,90.371
306,cell_01,2024-03-17 06:00:00,3.7013,3.5262,3.8563,1.2876,1.9376,31.38,39.61,0.0965,0.96,82.37,76.84,89.986
307,cell_01,2024-03-17 12:00:00,3.7058,3.5318,3.8606,1.3219,2.0524,28.78,36.78,0.1126,0.9466,83.25,77.93,90.397
308,cell_01,2024-03-17 18:00:00,3.6767,3.5015,3.8318,1.2384,1.9167,32.28,42.8,0.1136,0.947,82.97,84.22,89.903
309,cell_01,2024-03-18 00:00:00,3.6902,3.5151,3.8452,1.3312,2.0298,30.99,42.03,0.1077,0.9536,81.66,73.81,89.949
310,cell_01,2024-03-18 06:00:00,3.6906,3.5156,3.8456,1.2751,1.9468,30.19,40.95,0.1385,0.9387,87.31,77.5,89.996
311,cell_01,2024-03-18 12:00:00,3.689,3.4965,3.8553,1.2456,1.8956,32.12,40.12,0.0819,0.9532,87.73,83.59,90.067
312,cell_01,2024-03-18 18:00:00,3.6896,3.5102,3.8444,1.2855,1.9661,30.75,38.75,0.0803,0.9367,82.66,83.28,90.402
313,cell_01,2024-03-19 00:00:00,3.6885,3.5142,3.8433,1.2767,1.9872,29.25,39.81,0.1201,0.9493,86.77,81.99,90.294
314,cell_01,2024-03-19 06:00:00,3.7023,3.528,3.8694,1.2837,1.9405,33.77,42.86,0.1219,0.9383,81.4,76.26,90.277
315,cell_01,2024-03-19 12:00:00,3.6957,3.5064,3.8663,1.3475,2.0876,30.97,39.63,0.1281,0.9388,83.12,79.73,89.791
316,cell_01,2024-03-19 18:00:00,3.6743,3.488,3.8419,1.2607,1.9533,30.88,38.88,0.1092,0.9665,82.21,78.26,89.958
317,cell_01,2024-03-20 00:00:00,3.6933,3.5185,3.8482,1.3868,2.0474,30.39,39.24,0.1016,0.9506,80.89,72.06,90.202
318,cell_01,2024-03-20 06:00:00,3.6938,3.5187,3.8489,1.2337,1.8963,32.77,40.77,0.1199,0.9521,87.45,87.25,89.932
319,cell_01,2024-03-20 12:00:00,3.6882,3.502,3.8613,1.3808,2.0376,30.21,39.48,0.1112,0.9299,77.69,76.46,90.037
320,cell_01,2024-03-20 18:00:00,3.6967,3.5223,3.854,1.2492,1.8992,28.68,39.44,0.151,0.944,86.71,86.15,90.253
321,cell_01,2024-03-21 00:00:00,3.6869,3.508,3.8419,1.2999,1.9499,29.98,41.24,0.1135,0.9546,80.6,81.49,90.016
322,cell_01,2024-03-21 06:00:00,3.6873,3.49,3.8494,1.2755,1.9365,32.99,42.41,0.1189,0.9519,84.49,81.9,90.188
323,cell_01,2024-03-21 12:00:00,3.6871,3.5116,3.8519,1.2828,1.9328,32.25,40.25,0.1695,0.9285,87.71,78.69,90.598
324,cell_01,2024-03-21 18:00:00,3.6649,3.4901,3.8199,1.3401,2.007,30.62,39.01,0.1161,0.9521,83.08,75.23,90.069
325,cell_01,2024-03-22 00:00:00,3.6849,3.507,3.8419,1.375,2.0261,33.06,45.34,0.1311,0.9537,76.3,78.54,90.474
326,cell_01,2024-03-22 06:00:00,3.6782,3.5031,3.8425,1.3595,2.0482,32.12,40.12,0.1329,0.9628,80.77,78.29,89.953
327,cell_01,2024-03-22 12:00:00,3.6722,3.4955,3.8275,1.2798,1.9629,30.6,38.6,0.1346,0.9434,86.77,78.41,89.345
328,cell_01,2024-03-22 18:00:00,3.6985,3.5151,3.8539,1.3092,1.9676,30.75,41.58,0.1258,0.9276,84.61,76.85,89.454
329,cell_01,2024-03-23 00:00:00,3.6893,3.502,3.8446,1.2609,1.9109,31.49,40.73,0.1239,0.94,84.58,79.23,89.535
330,cell_01,2024-03-23 06:00:00,3.684,3.5078,3.8392,1.2504,1.99,29.75,42.71,0.122,0.939,82.04,80.13,89.529
331,cell_01,2024-03-23 12:00:00,3.679,3.5034,3.8341,1.2427,1.8927,31.01,39.01,0.1085,0.9574,90.41,85.47,89.758
332,cell_01,2024-03-23 18:00:00,3.6879,3.5128,3.8477,1.2781,1.9281,31.46,39.46,0.1265,0.9228,83.59,76.11,89.97
333,cell_01,2024-03-24 00:00:00,3.6952,3.5206,3.8501,1.3125,1.9625,28.47,38.92,0.1606,0.9455,81.29,77.79,90.162
334,cell_01,2024-03-24 06:00:00,3.6765,3.5012,3.8316,1.2044,1.8544,30.72,38.72,0.1442,0.9643,91.87,89.04,89.878
335,cell_01,2024-03-24 12:00:00,3.6844,3.5086,3.8401,1.2977,2.0249,30.55,38.55,0.1261,0.9501,80.95,79.11,89.651
336,cell_01,2024-03-24 18:00:00,3.6924,3.4964,3.8478,1.3758,2.0951,32.54,40.54,0.1371,0.959,80.37,73.49,89.16
337,cell_01,2024-03-25 00:00:00,3.6653,3.4852,3.8247,1.3561,2.0283,28.23,38.31,0.1026,0.9336,76.1,74.0,89.806
338,cell_01,2024-03-25 06:00:00,3.6841,3.5029,3.8505,1.2707,1.9207,30.43,39.66,0.1148,0.934,86.84,76.94,89.793
339,cell_01,2024-03-25 12:00:00,3.6805,3.4962,3.8355,1.2302,1.9111,30.28,39.19,0.139,0.9644,91.72,80.84,89.84
340,cell_01,2024-03-25 18:00:00,3.6843,3.5026,3.8391,1.323,1.9767,32.44,40.44,0.1497,0.951,86.08,74.55,90.417
341,cell_01,2024-03-26 00:00:00,3.6802,3.5056,3.8389,1.1841,1.8341,30.93,41.36,0.1046,0.951,95.24,83.39,90.157
342,cell_01,2024-03-26 06:00:00,3.6864,3.5087,3.8414,1.3555,2.0224,33.69,49.75,0.1103,0.9388,82.65,73.03,90.021
343,cell_01,2024-03-26 12:00:00,3.7035,3.5272,3.8641,1.2893,1.9393,31.99,41.38,0.1636,0.951,81.45,77.48,89.496
344,cell_01,2024-03-26 18:00:00,3.6812,3.5009,3.8674,1.3916,2.0542,30.38,38.58,0.1219,0.9385,80.9,69.65,89.631
345,cell_01,2024-03-27 00:00:00,3.6876,3.5085,3.8427,1.2137,1.8739,31.36,39.36,0.1565,0.9619,92.54,88.3,89.757
346,cell_01,2024-03-27 06:00:00,3.7043,3.5282,3.8595,1.3459,2.0261,30.47,38.47,0.1241,0.9773,80.12,72.85,89.552
347,cell_01,2024-03-27 12:00:00,3.6789,3.5028,3.8415,1.295,1.945,32.29,40.29,0.1249,0.9548,82.2,77.89,89.578
348,cell_01,2024-03-27 18:00:00,3.7024,3.5248,3.8741,1.2834,1.969,29.0,37.0,0.1139,0.9437,80.44,82.71,89.535
349,cell_01,2024-03-28 00:00:00,3.6837,3.5065,3.8489,1.2315,1.8815,29.76,37.76,0.1389,0.9247,87.61,79.07,89.102
350,cell_01,2024-03-28 06:00:00,3.7025,3.527,3.8576,1.3298,1.9798,31.68,43.24,0.1472,0.9332,82.65,76.84,89.787
351,cell_01,2024-03-28 12:00:00,3.6917,3.5103,3.8526,1.3338,1.9838,32.84,43.33,0.0993,0.9655,79.71,79.24,89.459
352,cell_01,2024-03-28 18:00:00,3.6864,3.4991,3.8677,1.3893,2.0393,27.7,35.7,0.113,0.9397,76.08,73.4,88.91
353,cell_01,2024-03-29 00:00:00,3.6835,3.4817,3.845,1.3504,2.0512,33.06,41.06,0.1383,0.9463,80.04,73.18,89.413
354,cell_01,2024-03-29 06:00:00,3.678,3.5018,3.8333,1.2703,1.9203,30.79,41.46,0.1174,0.9566,80.57,82.32,89.513
355,cell_01,2024-03-29 12:00:00,3.6853,3.5096,3.8433,1.2498,1.8998,28.17,36.17,0.1101,0.9648,90.09,83.4,89.72
356,cell_01,2024-03-29 18:00:00,3.693,3.5163,3.8483,1.2316,1.9443,26.5,34.5,0.1402,0.948,85.21,81.49,89.327
357,cell_01,2024-03-30 00:00:00,3.6844,3.5065,3.8519,1.3737,2.0237,28.71,38.13,0.1421,0.946,75.53,70.87,89.677
358,cell_01,2024-03-30 06:00:00,3.6811,3.5027,3.8363,1.2611,1.9111,30.97,41.02,0.111,0.9507,80.94,76.7,89.484
359,cell_01,2024-03-30 12:00:00,3.681,3.5036,3.8373,1.374,2.024,30.9,38.9,0.1242,0.9437,80.53,76.4,89.034
360,cell_01,2024-03-30 18:00:00,3.6929,3.5145,3.8486,1.3263,2.0179,31.95,39.95,0.0958,0.9443,83.12,74.76,88.644
361,cell_01,2024-03-31 00:00:00,3.6964,3.5199,3.8517,1.3165,2.0088,30.18,38.18,0.1021,0.9541,78.2,74.47,89.405
362,cell_01,2024-03-31 06:00:00,3.6775,3.4918,3.8476,1.2847,1.9716,29.34,38.81,0.1225,0.9519,80.63,79.51,89.427
363,cell_01,2024-03-31 12:00:00,3.6771,3.5,3.8335,1.333,2.0099,30.38,38.38,0.1206,0.9713,79.85,79.63,89.165
364,cell_01,2024-03-31 18:00:00,3.6875,3.5103,3.8429,1.2992,1.9529,31.05,39.05,0.1007,0.9544,79.74,74.16,89.132
365,cell_01,2024-04-01 00:00:00,3.6988,3.5212,3.8543,1.2815,1.9315,31.35,40.8,0.1057,0.9615,85.29,75.46,88.99
366,cell_01,2024-04-01 06:00:00,3.6948,3.517,3.8503,1.3348,1.9848,29.82,37.82,0.0987,0.9393,76.37,75.24,88.878
367,cell_01,2024-04-01 12:00:00,3.6701,3.4911,3.8259,1.2928,2.0073,32.35,41.44,0.1291,0.9553,82.46,79.4,88.4
368,cell_01,2024-04-01 18:00:00,3.6811,3.5041,3.8377,1.2601,1.9483,30.07,38.07,0.0806,0.9428,83.94,80.49,89.192
369,cell_01,2024-04-02 00:00:00,3.6739,3.4912,3.8393,1.33,1.98,29.7,37.7,0.0998,0.954,79.87,79.33,88.834
370,cell_01,2024-04-02 06:00:00,3.6802,3.4872,3.8359,1.2968,1.9488,30.19,39.7,0.0827,0.9569,81.33,74.11,88.557
371,cell_01,2024-04-02 12:00:00,3.6988,3.5126,3.8702,1.3244,1.9744,32.61,41.12,0.1284,0.9505,77.38,74.87,88.472
372,cell_01,2024-04-02 18:00:00,3.6689,3.4812,3.8245,1.2773,1.9273,30.8,40.65,0.0839,0.9741,81.05,77.97,88.75
373,cell_01,2024-04-03 00:00:00,3.6661,3.472,3.822,1.2395,1.8984,29.96,37.96,0.1206,0.9643,81.64,79.73,88.172
374,cell_01,2024-04-03 06:00:00,3.675,3.4915,3.8306,1.3868,2.0368,32.39,40.39,0.1528,0.9618,73.95,72.97,88.883
375,cell_01,2024-04-03 12:00:00,3.6855,3.5064,3.8512,1.3773,2.0273,34.21,44.94,0.1535,0.9576,80.69,75.39,88.387
376,cell_01,2024-04-03 18:00:00,3.6894,3.5013,3.866,1.3442,1.9942,31.31,39.31,0.0839,0.9676,77.51,73.85,88.784
377,cell_01,2024-04-04 00:00:00,3.6871,3.4977,3.8429,1.2806,1.9306,32.85,43.35,0.126,0.9356,81.34,80.83,88.516
378,cell_01,2024-04-04 06:00:00,3.6945,3.5093,3.8503,1.285,1.935,32.55,43.2,0.1002,0.9637,79.58,75.61,88.519
379,cell_01,2024-04-04 12:00:00,3.6649,3.4859,3.8334,1.3691,2.0191,30.09,39.81,0.0961,0.9401,79.43,74.05,88.371
380,cell_01,2024-04-04 18:00:00,3.6947,3.5161,3.8504,1.2823,1.9323,31.04,39.04,0.1177,0.9444,86.38,77.69,88.549
381,cell_01,2024-04-05 00:00:00,3.6806,3.5035,3.8417,1.2684,1.9509,29.08,37.08,0.1446,0.9556,86.8,80.47,89.165
382,cell_01,2024-04-05 06:00:00,3.6902,3.5038,3.8581,1.3936,2.0436,30.69,38.69,0.132,0.9623,77.13,69.46,88.574
383,cell_01,2024-04-05 12:00:00,3.6692,3.4898,3.8258,1.2976,1.9765,30.06,38.06,0.1057,0.9385,84.18,81.25,88.265
384,cell_01,2024-04-05 18:00:00,3.6823,3.4913,3.8437,1.3884,2.0384,30.4,38.4,0.1341,0.9449,75.46,75.47,88.151
385,cell_01,2024-04-06 00:00:00,3.685,3.4929,3.8584,1.2301,1.8801,29.88,39.16,0.0751,0.951,89.35,84.75,88.412
386,cell_01,2024-04-06 06:00:00,3.6943,3.5036,3.8695,1.3259,1.9816,30.57,39.87,0.1049,0.9481,82.48,79.24,88.498
387,cell_01,2024-04-06 12:00:00,3.666,3.4737,3.8221,1.4036,2.0536,31.8,39.8,0.1035,0.9585,71.42,68.75,87.91
388,cell_01,2024-04-06 18:00:00,3.6825,3.5028,3.8384,1.3015,1.9785,30.82,40.17,0.1216,0.9844,81.16,77.23,88.135
389,cell_01,2024-04-07 00:00:00,3.6706,3.4848,3.8268,1.2868,1.9368,28.2,37.11,0.1159,0.9542,79.78,76.13,87.612
390,cell_01,2024-04-07 06:00:00,3.6878,3.509,3.8533,1.2416,1.9375,29.88,40.9,0.1172,0.9426,81.99,84.57,88.495
391,cell_01,2024-04-07 12:00:00,3.6909,3.5129,3.8466,1.3541,2.0041,28.72,37.86,0.1165,0.937,81.4,72.3,88.778
392,cell_01,2024-04-07 18:00:00,3.6951,3.5156,3.8511,1.2615,1.9646,31.37,41.48,0.1204,0.9467,79.76,77.34,88.183
393,cell_01,2024-04-08 00:00:00,3.6759,3.4815,3.8332,1.2953,1.9453,31.75,40.71,0.1308,0.9406,82.95,78.54,87.521
394,cell_01,2024-04-08 06:00:00,3.6918,3.508,3.8476,1.2383,1.8883,31.38,41.34,0.123,0.9547,89.79,77.81,88.341
395,cell_01,2024-04-08 12:00:00,3.6954,3.495,3.8543,1.3778,2.0469,29.82,37.82,0.1143,0.9545,76.41,74.49,87.887
396,cell_01,2024-04-08 18:00:00,3.6655,3.4836,3.8472,1.3577,2.0663,31.37,39.37,0.128,0.9454,76.74,72.05,87.96
397,cell_01,2024-04-09 00:00:00,3.6882,3.4838,3.8442,1.2984,2.0318,30.29,38.29,0.1365,0.9698,82.23,78.61,88.041
398,cell_01,2024-04-09 06:00:00,3.6915,3.5095,3.8475,1.2423,1.8944,29.29,37.29,0.1089,0.9426,87.52,83.86,87.93
399,cell_01,2024-04-09 12:00:00,3.679,3.498,3.8453,1.3768,2.1187,32.11,41.0,0.1188,0.9488,74.46,73.46,87.707
400,cell_01,2024-04-09 18:00:00,3.6694,3.4885,3.8279,1.2817,1.9317,32.23,41.5,0.1432,0.9564,80.02,75.61,87.659
401,cell_01,2024-04-10 00:00:00,3.6913,3.4999,3.8617,1.2447,1.9497,32.42,41.21,0.0979,0.9589,85.64,76.68,87.891
402,cell_01,2024-04-10 06:00:00,3.6696,3.4889,3.8274,1.2119,1.8619,30.09,38.09,0.1561,0.9628,90.69,78.57,87.731
403,cell_01,2024-04-10 12:00:00,3.6795,3.4983,3.8357,1.2677,1.9387,32.77,40.77,0.0932,0.9543,81.18,75.3,87.521
404,cell_01,2024-04-10 18:00:00,3.6809,3.487,3.8372,1.2273,1.8773,30.26,40.45,0.1131,0.9605,84.55,82.01,87.553
405,cell_01,2024-04-11 00:00:00,3.6888,3.4966,3.8449,1.2689,1.9189,31.98,40.68,0.101,0.9433,87.09,77.58,87.755
406,cell_01,2024-04-11 06:00:00,3.6751,3.4828,3.8313,1.3372,2.0106,30.23,38.23,0.1638,0.9592,76.06,72.66,87.599
407,cell_01,2024-04-11 12:00:00,3.6739,3.4918,3.8341,1.2812,1.9312,30.66,38.66,0.1099,0.959,78.17,75.25,87.151
408,cell_01,2024-04-11 18:00:00,3.6828,3.5025,3.8389,1.3178,1.9891,27.37,35.37,0.11,0.9651,80.74,79.61,87.872
409,cell_01,2024-04-12 00:00:00,3.6902,3.5071,3.8594,1.2638,1.9592,30.55,38.62,0.1126,0.9333,78.45,75.11,86.753
410,cell_01,2024-04-12 06:00:00,3.704,3.5148,3.8606,1.3033,1.9533,31.14,39.14,0.1219,0.9409,77.94,74.92,87.441
411,cell_01,2024-04-12 12:00:00,3.666,3.4689,3.8223,1.396,2.046,30.38,38.38,0.1134,0.9582,76.03,71.15,87.389
412,cell_01,2024-04-12 18:00:00,3.6846,3.4999,3.8408,1.2826,1.9326,33.63,44.8,0.1173,0.9235,83.29,73.78,87.619
413,cell_01,2024-04-13 00:00:00,3.6707,3.4704,3.8331,1.3192,1.9692,29.26,37.26,0.0494,0.9549,79.9,79.18,87.743
414,cell_01,2024-04-13 06:00:00,3.6921,3.5029,3.8481,1.2217,1.8717,30.15,39.57,0.1211,0.9606,85.35,78.57,87.913
415,cell_01,2024-04-13 12:00:00,3.6717,3.4901,3.828,1.376,2.0311,29.64,42.02,0.1204,0.9442,76.77,73.77,87.361
416,cell_01,2024-04-13 18:00:00,3.6749,3.486,3.8429,1.2761,1.9261,30.15,40.31,0.1408,0.9457,83.7,79.45,87.751
417,cell_01,2024-04-14 00:00:00,3.6756,3.4776,3.8353,1.3525,2.0862,32.55,40.55,0.1462,0.9393,80.11,76.27,87.634
418,cell_01,2024-04-14 06:00:00,3.6798,3.4775,3.8363,1.2938,1.9438,33.22,41.22,0.1162,0.9448,83.11,77.93,87.061
419,cell_01,2024-04-14 12:00:00,3.6854,3.4939,3.8478,1.3306,2.0502,29.95,37.95,0.1363,0.9451,80.8,77.66,88.145
420,cell_01,2024-04-14 18:00:00,3.6856,3.5032,3.8421,1.3336,1.9836,29.92,37.92,0.098,0.9432,81.51,73.88,87.143
421,cell_01,2024-04-15 00:00:00,3.6815,3.5007,3.8415,1.2774,1.931,29.26,37.26,0.1353,0.9426,85.17,78.18,87.701
422,cell_01,2024-04-15 06:00:00,3.6682,3.4817,3.8244,1.3546,2.0638,32.96,40.96,0.1086,0.9473,74.83,75.37,87.692
423,cell_01,2024-04-15 12:00:00,3.6888,3.4912,3.8656,1.2621,1.9686,32.68,40.68,0.0963,0.9472,87.15,79.75,87.657
424,cell_01,2024-04-15 18:00:00,3.6799,3.4929,3.8364,1.3389,1.9889,30.84,38.84,0.1163,0.9687,80.97,74.11,86.94
425,cell_01,2024-04-16 00:00:00,3.6926,3.5064,3.8645,1.2805,1.9582,28.91,37.88,0.148,0.9461,80.38,75.34,87.337
426,cell_01,2024-04-16 06:00:00,3.6729,3.4889,3.8295,1.3175,1.9885,29.04,37.04,0.1236,0.9534,75.11,73.04,86.62
427,cell_01,2024-04-16 12:00:00,3.6646,3.4823,3.8291,1.2769,1.9269,31.26,39.26,0.1499,0.9442,82.68,76.58,87.069
428,cell_01,2024-04-16 18:00:00,3.68,3.4973,3.8439,1.3025,1.9833,31.82,39.82,0.105,0.9441,79.59,72.15,86.919
429,cell_01,2024-04-17 00:00:00,3.6933,3.5091,3.8613,1.2463,1.9894,27.9,35.9,0.141,0.933,85.75,78.79,86.885
430,cell_01,2024-04-17 06:00:00,3.6824,3.4833,3.8388,1.3124,1.986,30.52,42.19,0.107,0.9343,79.94,71.8,87.217
431,cell_01,2024-04-17 12:00:00,3.6791,3.4976,3.8462,1.3022,1.9805,33.43,41.89,0.1245,0.9379,77.14,77.05,87.412
