cell_id,usage_profile,cycle_id,timestamp,voltage_mean,voltage_min,voltage_max,current_mean,current_max,temperature_mean,temperature_max,soc_min,soc_max,charge_time_min,discharge_time_min,soh_ground_truth,charge_time,discharge_depth,c_rate,internal_resistance_proxy,cumulative_time_above_40C,cumulative_deep_dod_cycles,cumulative_cycle_count
CELL_03,aggressive,179,2025-01-18 00:00:08,3.589,3.08,4.179,8.679,12.364,43.46,49.52,0.0,97.78,34.65,33.19,88.046,34.65,97.78,1.7358,0.29823609226594305,179,179,179
CELL_03,aggressive,180,2025-01-18 02:13:44,3.579,2.946,4.213,9.09,11.19,44.83,51.56,1.03,99.03,34.8,29.76,87.976,34.8,98.0,1.818,0.6033333333333334,180,180,180
CELL_03,aggressive,181,2025-01-18 04:20:30,3.584,2.99,4.226,8.16,11.815,44.46,49.45,0.65,97.39,36.56,38.66,87.912,36.56,96.74,1.6320000000000001,0.3381668946648427,181,181,181
CELL_03,aggressive,182,2025-01-18 06:56:34,3.594,2.957,4.215,8.396,10.538,42.87,49.34,9.36,98.39,39.72,27.47,87.84,39.72,89.03,1.6792000000000002,0.5873015873015874,182,182,182
CELL_03,aggressive,183,2025-01-18 08:44:13,3.593,3.007,4.24,8.711,11.757,43.52,49.56,6.31,99.4,32.28,31.95,87.782,32.28,93.09,1.7422,0.40479317137229165,183,183,183
CELL_03,aggressive,184,2025-01-18 10:36:31,3.649,3.088,4.227,9.188,11.532,47.54,54.48,1.34,97.65,29.22,33.3,87.705,29.22,96.31,1.8376000000000001,0.48592150170648485,184,184,184
CELL_03,aggressive,185,2025-01-18 13:28:12,3.609,2.936,4.233,8.686,12.984,43.81,48.66,2.79,97.68,33.29,33.24,87.651,33.29,94.89,1.7372,0.30176826430898085,185,185,185
CELL_03,aggressive,186,2025-01-18 16:21:16,3.666,3.071,4.252,8.894,12.722,50.67,57.41,3.85,97.09,31.32,36.04,87.558,31.32,93.24000000000001,1.7788,0.3085161964472309,186,186,186
CELL_03,aggressive,187,2025-01-18 18:39:47,3.603,2.999,4.263,8.666,12.421,47.37,52.51,0.54,99.54,30.26,31.8,87.486,30.26,99.0,1.7332,0.33661784287616514,187,187,187
CELL_03,aggressive,188,2025-01-18 20:59:27,3.641,3.056,4.193,8.361,12.239,46.98,51.31,0.0,96.48,34.12,38.73,87.425,34.12,96.48,1.6722000000000001,0.2931923671995873,188,188,188
CELL_03,aggressive,189,2025-01-18 23:25:56,3.642,2.967,4.262,9.313,13.374,46.94,52.07,0.07,99.07,33.45,34.21,87.361,33.45,99.0,1.8626,0.3188869736518098,189,189,189
CELL_03,aggressive,190,2025-01-19 01:41:39,3.603,3.037,4.196,9.953,13.968,45.49,49.97,5.51,99.34,26.79,30.46,87.284,26.79,93.83,1.9906,0.28866749688667487,190,190,190
CELL_03,aggressive,191,2025-01-19 03:16:28,3.625,3.058,4.191,9.535,11.752,45.34,50.94,8.28,97.56,35.75,27.07,87.216,35.75,89.28,1.907,0.5110509697789805,191,191,191
CELL_03,aggressive,192,2025-01-19 05:52:43,3.683,3.052,4.269,8.862,11.553,47.16,53.02,0.65,96.67,35.42,31.65,87.149,35.42,96.02,1.7724,0.45224823485693044,192,192,192
CELL_03,aggressive,193,2025-01-19 08:08:44,3.542,2.902,4.228,9.282,13.908,43.79,47.32,7.25,97.53,32.76,30.82,87.055,32.76,90.28,1.8564,0.2866407263294422,193,193,193
CELL_03,aggressive,194,2025-01-19 10:04:28,3.617,2.961,4.227,8.693,11.867,45.85,49.92,1.84,96.21,33.72,29.41,86.997,33.72,94.36999999999999,1.7386,0.3988657844990548,194,194,194
CELL_03,aggressive,195,2025-01-19 12:18:17,3.524,2.904,4.18,9.239,12.587,46.33,53.05,0.73,99.73,31.59,33.76,86.908,31.59,99.0,1.8478,0.38112305854241346,195,195,195
CELL_03,aggressive,196,2025-01-19 14:59:26,3.651,3.098,4.198,7.857,9.678,45.78,49.24,10.57,98.2,31.04,30.64,86.84,31.04,87.63,1.5714000000000001,0.6040637012630423,196,196,196
CELL_03,aggressive,197,2025-01-19 17:10:28,3.627,2.981,4.267,9.489,11.436,49.85,55.75,0.0,96.1,25.32,29.44,86.755,25.32,96.1,1.8978000000000002,0.6605033384694406,197,197,197
CELL_03,aggressive,198,2025-01-19 19:35:49,3.639,3.072,4.264,9.451,12.702,47.19,53.54,5.51,96.07,33.96,32.95,86.675,33.96,90.55999999999999,1.8902,0.3666564134112582,198,198,198
CELL_03,aggressive,199,2025-01-19 22:33:09,3.567,2.937,4.215,9.261,11.919,40.75,46.27,7.15,98.7,33.85,26.14,86.613,33.85,91.55,1.8521999999999998,0.48081264108352123,199,199,199
CELL_03,aggressive,200,2025-01-20 00:36:14,3.562,2.989,4.219,7.121,9.806,46.94,50.96,0.32,96.96,39.93,41.27,86.573,39.93,96.64,1.4242000000000001,0.4581005586592182,200,200,200
CELL_03,aggressive,201,2025-01-20 02:29:28,3.559,2.986,4.244,9.557,13.792,48.9,54.42,3.83,99.22,26.73,26.03,86.497,26.73,95.39,1.9114,0.29704840613931516,201,201,201
CELL_03,aggressive,202,2025-01-20 05:14:08,3.634,3.057,4.211,8.674,12.485,46.07,49.97,9.57,98.32,38.02,30.96,86.439,38.02,88.75,1.7348,0.3028076620309631,202,202,202
CELL_03,aggressive,203,2025-01-20 06:46:00,3.636,3.068,4.203,10.001,13.765,43.48,48.36,1.34,99.45,30.6,27.42,86.353,30.6,98.11,2.0002,0.30154091392136023,203,203,203
CELL_03,aggressive,204,2025-01-20 09:44:34,3.615,2.983,4.213,8.887,11.182,46.81,52.52,7.65,97.68,32.89,31.87,86.287,32.89,90.03,1.7774,0.5359477124183006,204,204,204
CELL_03,aggressive,205,2025-01-20 12:30:26,3.588,2.915,4.269,9.468,12.604,44.0,49.32,0.21,97.87,33.29,31.41,86.224,33.29,97.66000000000001,1.8936,0.4317602040816328,205,205,205
CELL_03,aggressive,206,2025-01-20 14:51:33,3.599,2.985,4.188,8.622,10.367,44.86,48.16,1.31,96.64,34.17,31.36,86.147,34.17,95.33,1.7244,0.6893982808022918,206,206,206
CELL_03,aggressive,207,2025-01-20 16:54:47,3.605,2.973,4.248,8.537,12.244,45.6,51.56,11.7,98.42,35.42,33.91,86.079,35.42,86.72,1.7074000000000003,0.34394388993795544,207,207,207
CELL_03,aggressive,208,2025-01-20 19:35:15,3.604,3.001,4.23,8.94,11.068,51.14,57.88,8.07,97.73,32.32,29.67,85.994,32.32,89.66,1.7879999999999998,0.5775375939849626,208,208,208
CELL_03,aggressive,209,2025-01-20 22:14:09,3.583,2.96,4.231,8.96,11.967,42.14,45.64,2.73,97.38,31.98,32.5,85.924,31.98,94.64999999999999,1.7920000000000003,0.422680412371134,209,209,209
CELL_03,aggressive,210,2025-01-21 00:13:02,3.653,3.054,4.262,9.562,12.918,41.55,48.11,0.74,97.55,30.29,28.69,85.844,30.29,96.81,1.9123999999999999,0.35995232419547074,210,210,210
CELL_03,aggressive,211,2025-01-21 02:16:42,3.611,3.012,4.229,8.744,10.603,48.46,55.46,10.43,97.97,31.37,31.34,85.787,31.37,87.53999999999999,1.7488,0.6546530392684239,211,211,211
CELL_03,aggressive,212,2025-01-21 04:59:15,3.618,3.054,4.241,8.679,12.48,46.75,53.71,0.0,97.81,38.85,35.12,85.721,38.85,97.81,1.7358,0.312286240463036,212,212,212
CELL_03,aggressive,213,2025-01-21 08:04:01,3.574,2.944,4.2,8.591,10.787,42.76,47.76,0.0,98.99,43.46,34.92,85.648,43.46,98.99,1.7182,0.5719489981785061,213,213,213
CELL_03,aggressive,214,2025-01-21 10:33:38,3.619,3.066,4.183,9.306,11.927,44.81,49.86,8.3,98.75,31.16,29.56,85.576,31.16,90.45,1.8611999999999997,0.4261732163296451,214,214,214
CELL_03,aggressive,215,2025-01-21 12:51:18,3.637,2.994,4.261,9.616,12.647,40.43,46.02,5.86,99.79,23.97,31.27,85.501,23.97,93.93,1.9232,0.4180138568129329,215,215,215
CELL_03,aggressive,216,2025-01-21 15:26:08,3.618,3.055,4.183,8.618,12.592,46.77,50.35,13.11,97.98,32.95,31.52,85.438,32.95,84.87,1.7236,0.283844992450931,216,216,216
CELL_03,aggressive,217,2025-01-21 17:00:47,3.602,3.038,4.177,8.903,10.95,44.29,47.35,9.23,96.61,34.69,27.43,85.375,34.69,87.38,1.7806000000000002,0.5564240351734248,217,217,217
CELL_03,aggressive,218,2025-01-21 18:41:31,3.564,2.979,4.241,9.015,11.026,42.34,49.07,5.35,97.37,32.29,29.42,85.321,32.29,92.02000000000001,1.8030000000000002,0.627548483341621,218,218,218
CELL_03,aggressive,219,2025-01-21 20:13:02,3.582,2.98,4.234,9.316,12.457,44.34,49.72,0.97,97.37,31.94,27.18,85.232,31.94,96.4,1.8632000000000002,0.39923591212989495,219,219,219
CELL_03,aggressive,220,2025-01-21 21:49:36,3.617,2.984,4.233,9.089,11.098,46.33,51.2,0.53,99.53,34.25,31.55,85.154,34.25,99.0,1.8178,0.6217023394723741,220,220,220
CELL_03,aggressive,221,2025-01-22 00:04:18,3.554,2.907,4.226,9.067,12.428,46.15,51.83,7.06,99.58,34.39,28.16,85.078,34.39,92.52,1.8134000000000001,0.39244272537935126,221,221,221
CELL_03,aggressive,222,2025-01-22 03:08:31,3.56,2.906,4.252,8.576,12.635,42.3,48.74,11.22,99.94,36.69,29.19,85.016,36.69,88.72,1.7152,0.33160877063316085,222,222,222
CELL_03,aggressive,223,2025-01-22 05:31:03,3.6,2.923,4.245,9.492,14.063,43.72,49.51,1.0,100.0,27.16,31.33,84.955,27.16,99.0,1.8984,0.2892146138700504,223,223,223
CELL_03,aggressive,224,2025-01-22 07:18:04,3.609,2.999,4.204,8.037,10.728,46.61,50.64,6.5,98.12,35.67,31.57,84.891,35.67,91.62,1.6074000000000002,0.44778892604979564,224,224,224
CELL_03,aggressive,225,2025-01-22 09:58:58,3.531,2.916,4.186,8.399,11.398,43.33,50.14,0.0,98.86,33.87,36.41,84.832,33.87,98.86,1.6797999999999997,0.42347449149716565,225,225,225
CELL_03,aggressive,226,2025-01-22 12:55:16,3.543,2.915,4.203,9.028,13.486,45.02,49.71,10.67,98.21,36.7,27.44,84.776,36.7,87.53999999999999,1.8056,0.28891879766711537,226,226,226
CELL_03,aggressive,227,2025-01-22 14:38:14,3.611,2.98,4.254,8.335,11.223,45.41,50.95,10.14,98.09,37.12,30.61,84.708,37.12,87.95,1.6670000000000003,0.44113573407202206,227,227,227
CELL_03,aggressive,228,2025-01-22 16:57:04,3.642,2.981,4.261,9.062,11.527,45.23,50.33,0.0,96.39,35.27,31.83,84.634,35.27,96.39,1.8123999999999998,0.5192697768762679,228,228,228
CELL_03,aggressive,229,2025-01-22 18:55:35,3.615,3.009,4.222,8.836,13.238,44.8,49.3,8.04,98.31,32.4,31.68,84.565,32.4,90.27000000000001,1.7672,0.2755565651976376,229,229,229
CELL_03,aggressive,230,2025-01-22 21:45:58,3.679,3.085,4.253,9.04,12.586,43.71,46.84,11.08,99.03,37.35,28.13,84.495,37.35,87.95,1.8079999999999998,0.32938522278623794,230,230,230
CELL_03,aggressive,231,2025-01-23 00:05:03,3.522,2.916,4.175,9.216,11.705,42.74,48.29,0.0,97.19,36.35,29.01,84.434,36.35,97.19,1.8432,0.5058256327842505,231,231,231
CELL_03,aggressive,232,2025-01-23 02:51:35,3.702,3.07,4.267,9.677,14.33,47.72,52.35,11.32,99.86,33.6,22.76,84.35,33.6,88.53999999999999,1.9354,0.25725338491295946,232,232,232
CELL_03,aggressive,233,2025-01-23 04:25:32,3.577,2.944,4.237,9.541,14.027,47.04,52.83,6.08,98.77,31.08,26.04,84.26,31.08,92.69,1.9082000000000001,0.28823004904146243,233,233,233
CELL_03,aggressive,234,2025-01-23 07:07:08,3.637,3.068,4.177,9.25,11.576,42.63,48.04,5.3,96.05,36.59,27.85,84.196,36.59,90.75,1.85,0.4767841788478071,234,234,234
CELL_03,aggressive,235,2025-01-23 08:52:44,3.669,3.087,4.233,8.995,10.949,45.59,51.17,9.19,96.67,39.04,29.66,84.136,39.04,87.48,1.799,0.5864892528147385,235,235,235
CELL_03,aggressive,236,2025-01-23 11:57:46,3.611,3.067,4.214,8.648,12.245,41.54,47.36,8.53,96.01,41.35,31.05,84.087,41.35,87.48,1.7296,0.3188768418126217,236,236,236
CELL_03,aggressive,237,2025-01-23 14:34:06,3.531,2.91,4.188,8.182,11.996,47.69,53.08,7.72,99.71,36.63,33.5,84.037,36.63,91.99,1.6364,0.3350812794965914,237,237,237
CELL_03,aggressive,238,2025-01-23 16:26:55,3.655,3.044,4.258,8.992,13.062,44.22,49.94,6.52,98.62,29.78,30.4,83.967,29.78,92.10000000000001,1.7984000000000002,0.2982800982800984,238,238,238
CELL_03,aggressive,239,2025-01-23 18:16:57,3.586,2.985,4.211,9.449,13.948,46.89,50.49,4.7,99.3,35.97,30.31,83.881,35.97,94.6,1.8898,0.2725050011113581,239,239,239
CELL_03,aggressive,240,2025-01-23 21:08:09,3.626,2.962,4.25,8.55,11.076,48.0,54.38,0.0,97.14,38.39,35.03,83.819,38.39,97.14,1.7100000000000002,0.5098970704671417,240,240,240
CELL_03,aggressive,241,2025-01-24 00:13:07,3.633,3.042,4.268,9.589,12.128,44.38,49.31,7.88,97.42,34.81,32.03,83.745,34.81,89.54,1.9178000000000002,0.48286727057896817,241,241,241
CELL_03,aggressive,242,2025-01-24 02:07:04,3.577,2.907,4.245,9.853,14.181,42.01,47.39,3.32,96.24,27.45,25.84,83.657,27.45,92.92,1.9706,0.30914972273567476,242,242,242
CELL_03,aggressive,243,2025-01-24 05:03:03,3.605,3.0,4.194,8.24,12.331,41.14,45.89,4.08,97.44,36.2,36.21,83.617,36.2,93.36,1.6480000000000001,0.29186018088486926,243,243,243
CELL_03,aggressive,244,2025-01-24 06:51:33,3.648,3.026,4.249,8.731,12.831,45.37,49.84,0.0,98.55,34.4,36.67,83.556,34.4,98.55,1.7462,0.29829268292682926,244,244,244
CELL_03,aggressive,245,2025-01-24 09:36:33,3.655,3.045,4.247,8.345,11.551,45.66,52.48,0.0,96.73,36.88,36.29,83.492,36.88,96.73,1.669,0.3749220212102309,245,245,245
CELL_03,aggressive,246,2025-01-24 12:36:35,3.618,3.062,4.216,8.327,10.967,43.79,48.79,1.48,97.63,36.57,37.48,83.427,36.57,96.14999999999999,1.6654,0.4371212121212122,246,246,246
CELL_03,aggressive,247,2025-01-24 14:13:19,3.619,3.045,4.221,9.483,13.924,43.79,48.7,0.0,96.74,24.96,30.04,83.354,24.96,96.74,1.8966,0.26480522404863777,247,247,247
CELL_03,aggressive,248,2025-01-24 16:39:48,3.644,3.031,4.266,9.919,12.164,47.38,53.57,1.86,98.06,29.39,28.24,83.265,29.39,96.2,1.9838,0.5501113585746104,248,248,248
CELL_03,aggressive,249,2025-01-24 18:23:00,3.587,2.949,4.177,9.408,13.106,49.74,54.4,0.0,97.2,36.05,31.49,83.185,36.05,97.2,1.8816,0.3320713899405083,249,249,249
CELL_03,aggressive,250,2025-01-24 20:29:57,3.574,2.943,4.202,9.448,13.6,44.39,48.78,1.58,96.88,29.08,27.1,83.119,29.08,95.3,1.8896000000000002,0.3032273603082852,250,250,250
CELL_03,aggressive,251,2025-01-24 22:27:20,3.619,3.032,4.255,9.137,12.234,45.39,51.9,0.0,96.78,31.48,29.9,83.056,31.48,96.78,1.8274000000000001,0.39489828866645144,251,251,251
CELL_03,aggressive,252,2025-01-25 01:16:06,3.618,3.022,4.246,8.88,12.406,45.26,49.09,5.63,96.13,31.68,31.22,82.997,31.68,90.5,1.7760000000000002,0.3471355643788998,252,252,252
CELL_03,aggressive,253,2025-01-25 03:59:42,3.606,2.942,4.253,9.648,12.343,43.44,47.81,1.65,99.87,34.58,32.8,82.904,34.58,98.22,1.9296,0.48645640074211494,253,253,253
CELL_03,aggressive,254,2025-01-25 06:40:53,3.62,3.041,4.275,8.826,12.037,48.42,52.5,0.0,97.24,35.16,30.22,82.822,35.16,97.24,1.7652,0.38430395515415766,254,254,254
CELL_03,aggressive,255,2025-01-25 08:57:16,3.577,3.036,4.216,8.402,12.546,41.04,46.48,6.57,99.5,34.46,33.3,82.772,34.46,92.93,1.6804,0.2847490347490348,255,255,255
CELL_03,aggressive,256,2025-01-25 10:57:19,3.645,3.064,4.195,8.582,12.382,48.24,54.83,9.72,99.76,37.36,30.02,82.716,37.36,90.04,1.7164000000000001,0.2976315789473686,256,256,256
CELL_03,aggressive,257,2025-01-25 12:43:59,3.604,2.976,4.245,8.676,11.687,45.42,49.39,2.73,97.51,38.54,33.14,82.65,38.54,94.78,1.7352,0.42145466622384603,257,257,257
CELL_03,aggressive,258,2025-01-25 14:19:19,3.65,3.063,4.206,9.306,13.711,44.27,49.74,9.28,99.28,35.15,29.34,82.592,35.15,90.0,1.8611999999999997,0.25947786606129397,258,258,258
CELL_03,aggressive,259,2025-01-25 16:56:14,3.628,3.036,4.228,9.147,11.463,46.48,53.2,0.0,96.47,31.44,31.79,82.504,31.44,96.47,1.8294000000000001,0.5146804835924008,259,259,259
CELL_03,aggressive,260,2025-01-25 19:14:47,3.513,2.906,4.196,8.981,11.88,45.14,50.62,11.01,96.48,33.72,25.36,82.451,33.72,85.47,1.7962,0.4449810279406689,260,260,260
CELL_03,aggressive,261,2025-01-25 21:43:30,3.594,2.943,4.251,9.892,13.038,47.67,52.28,5.16,96.28,23.25,27.87,82.387,23.25,91.12,1.9784,0.4157660521296885,261,261,261
CELL_03,aggressive,262,2025-01-26 00:37:16,3.64,3.033,4.222,8.286,12.225,43.5,47.86,13.42,98.85,36.05,33.38,82.342,36.05,85.42999999999999,1.6572,0.301853262249302,262,262,262
CELL_03,aggressive,263,2025-01-26 03:05:11,3.562,2.903,4.186,8.389,10.362,43.09,49.73,12.05,99.35,30.39,32.11,82.285,30.39,87.3,1.6778,0.650278763304612,263,263,263
CELL_03,aggressive,264,2025-01-26 06:13:29,3.69,3.08,4.273,8.325,10.556,42.75,47.95,4.87,96.39,35.15,33.45,82.23,35.15,91.52,1.6649999999999998,0.5347377857463019,264,264,264
CELL_03,aggressive,265,2025-01-26 08:06:09,3.627,2.967,4.209,8.573,10.932,45.59,49.6,5.8,97.57,34.41,29.31,82.172,34.41,91.77,1.7146000000000001,0.5264942772361169,265,265,265
CELL_03,aggressive,266,2025-01-26 10:49:24,3.596,2.99,4.219,8.471,11.61,45.75,50.21,2.19,97.11,35.83,33.04,82.114,35.83,94.92,1.6942,0.3915259636827016,266,266,266
CELL_03,aggressive,267,2025-01-26 12:46:21,3.607,2.955,4.205,9.176,11.241,47.96,53.81,9.97,99.74,33.91,26.11,82.042,33.91,89.77,1.8352,0.6053268765133173,267,267,267
CELL_03,aggressive,268,2025-01-26 14:57:08,3.638,2.999,4.27,8.842,13.002,44.39,49.2,1.98,98.26,33.35,34.53,81.972,33.35,96.28,1.7684000000000002,0.305528846153846,268,268,268
CELL_03,aggressive,269,2025-01-26 17:13:38,3.589,3.032,4.191,8.908,11.162,45.21,51.1,6.81,99.09,34.53,30.7,81.9,34.53,92.28,1.7815999999999999,0.5141969831410821,269,269,269
CELL_03,aggressive,270,2025-01-26 19:33:19,3.566,2.951,4.232,8.994,12.38,44.08,47.18,9.24,99.94,33.63,27.92,81.841,33.63,90.7,1.7988,0.3783225044300058,270,270,270
CELL_03,aggressive,271,2025-01-26 22:30:28,3.583,2.936,4.25,9.002,11.65,46.78,50.45,1.48,96.04,30.3,32.79,81.769,30.3,94.56,1.8004000000000002,0.49622356495468284,271,271,271
CELL_03,aggressive,272,2025-01-27 00:23:22,3.607,2.98,4.243,9.0,11.548,40.64,43.79,0.0,98.35,31.02,31.97,81.716,31.02,98.35,1.8,0.4956828885400315,272,272,272
CELL_03,aggressive,273,2025-01-27 03:05:34,3.638,3.051,4.254,8.675,12.838,44.35,51.09,2.91,96.58,32.8,29.33,81.642,32.8,93.67,1.735,0.28897429738169583,273,273,273
CELL_03,aggressive,274,2025-01-27 04:44:34,3.632,3.072,4.208,8.979,11.192,45.59,52.15,5.83,99.52,35.62,31.08,81.578,35.62,93.69,1.7957999999999998,0.5133303208314504,274,274,274
CELL_03,aggressive,275,2025-01-27 07:15:54,3.588,2.955,4.234,9.267,12.332,44.17,48.65,2.11,96.69,30.46,29.76,81.526,30.46,94.58,1.8534,0.41729200652528525,275,275,275
CELL_03,aggressive,276,2025-01-27 10:02:19,3.715,3.062,4.252,8.612,10.725,45.55,50.52,3.95,97.28,35.09,30.1,81.47,35.09,93.33,1.7224,0.5631803123521061,276,276,276
CELL_03,aggressive,277,2025-01-27 13:00:36,3.713,3.044,4.264,8.589,11.288,41.79,47.46,0.0,97.45,35.26,37.88,81.412,35.26,97.45,1.7178,0.4520192663949612,277,277,277
CELL_03,aggressive,278,2025-01-27 15:20:51,3.651,3.029,4.228,8.514,12.496,47.31,51.02,2.24,99.48,42.25,32.59,81.335,42.25,97.24000000000001,1.7027999999999999,0.3011049723756905,278,278,278
CELL_03,aggressive,279,2025-01-27 17:20:24,3.64,3.081,4.176,9.838,14.005,45.15,51.9,0.0,96.03,25.94,29.42,81.257,25.94,96.03,1.9675999999999998,0.26277897768178543,279,279,279
CELL_03,aggressive,280,2025-01-27 19:38:36,3.641,3.009,4.274,8.195,10.345,43.56,46.74,10.26,99.96,34.63,33.86,81.201,34.63,89.69999999999999,1.639,0.5883720930232558,280,280,280
CELL_03,aggressive,281,2025-01-27 22:27:24,3.595,2.942,4.262,9.273,12.407,45.05,50.86,0.0,98.98,30.85,35.07,81.149,30.85,98.98,1.8546,0.4211869814932991,281,281,281
CELL_03,aggressive,282,2025-01-28 01:11:43,3.655,3.073,4.212,8.876,10.746,46.76,52.1,8.99,99.58,34.46,31.05,81.094,34.46,90.59,1.7752,0.6090909090909087,282,282,282
CELL_03,aggressive,283,2025-01-28 03:47:38,3.672,3.099,4.219,9.237,12.065,45.32,50.82,0.03,99.03,31.9,32.04,81.022,31.9,99.0,1.8474,0.39603960396039617,283,283,283
CELL_03,aggressive,284,2025-01-28 05:44:12,3.658,3.075,4.263,8.909,13.269,44.87,48.16,3.77,98.29,33.97,30.3,80.963,33.97,94.52000000000001,1.7818,0.2724770642201835,284,284,284
CELL_03,aggressive,285,2025-01-28 07:54:34,3.635,3.019,4.245,9.239,11.867,46.3,51.58,2.02,99.48,31.68,33.52,80.889,31.68,97.46000000000001,1.8478,0.46651445966514454,285,285,285
CELL_03,aggressive,286,2025-01-28 09:42:32,3.572,2.903,4.254,9.481,12.919,45.81,50.7,0.0,96.18,30.64,26.63,80.824,30.64,96.18,1.8961999999999999,0.392961023851076,286,286,286
CELL_03,aggressive,287,2025-01-28 11:58:29,3.62,2.975,4.226,9.255,11.762,44.63,48.82,0.0,96.94,32.63,33.6,80.746,32.63,96.94,1.8510000000000002,0.49900279218189075,287,287,287
CELL_03,aggressive,288,2025-01-28 13:41:30,3.572,2.922,4.221,8.555,12.691,44.55,50.54,16.74,98.56,34.99,28.66,80.689,34.99,81.82000000000001,1.7109999999999999,0.3140715667311411,288,288,288
CELL_03,aggressive,289,2025-01-28 15:30:13,3.605,2.96,4.234,9.025,12.361,46.38,50.79,0.55,99.55,31.6,29.31,80.615,31.6,99.0,1.8050000000000002,0.38189448441247,289,289,289
CELL_03,aggressive,290,2025-01-28 17:59:26,3.644,3.067,4.223,9.753,12.936,44.81,49.98,0.0,97.55,29.44,30.97,80.536,29.44,97.55,1.9506000000000001,0.3631793905120954,290,290,290
CELL_03,aggressive,291,2025-01-28 19:49:26,3.614,3.037,4.207,8.13,10.099,42.13,47.39,0.0,96.63,38.81,37.07,80.471,38.81,96.63,1.6260000000000001,0.5942102590147285,291,291,291
CELL_03,aggressive,292,2025-01-28 21:59:29,3.639,3.053,4.254,9.162,12.73,48.98,55.71,0.0,96.22,35.77,33.86,80.4,35.77,96.22,1.8324000000000003,0.33660313901345285,292,292,292
CELL_03,aggressive,293,2025-01-29 00:51:52,3.648,3.061,4.262,9.2,13.746,39.43,43.74,4.02,98.58,29.25,28.04,80.35,29.25,94.56,1.8399999999999999,0.2641882974043113,293,293,293
CELL_03,aggressive,294,2025-01-29 03:31:20,3.582,2.956,4.247,9.155,12.963,45.05,48.62,2.83,96.15,32.52,30.85,80.275,32.52,93.32000000000001,1.831,0.3390231092436975,294,294,294
CELL_03,aggressive,295,2025-01-29 05:35:35,3.672,3.035,4.245,7.872,10.367,50.01,54.22,1.68,96.8,37.02,36.0,80.216,37.02,95.11999999999999,1.5744,0.48496993987975934,295,295,295
CELL_03,aggressive,296,2025-01-29 08:08:31,3.642,3.02,4.195,9.855,14.556,44.63,47.83,6.52,99.15,27.07,29.75,80.16,27.07,92.63000000000001,1.971,0.24994681982556916,296,296,296
CELL_03,aggressive,297,2025-01-29 10:45:04,3.587,3.027,4.205,9.082,11.379,45.39,51.55,0.0,96.69,34.71,33.62,80.101,34.71,96.69,1.8164000000000002,0.5128428384849807,297,297,297
CELL_03,aggressive,298,2025-01-29 13:38:46,3.589,2.939,4.257,9.051,11.732,44.7,51.67,3.02,96.07,29.76,32.2,80.044,29.76,93.05,1.8102,0.4916076091010817,298,298,298
CELL_03,aggressive,299,2025-01-29 16:38:36,3.589,3.018,4.205,8.213,11.419,49.31,53.98,3.34,98.52,33.5,34.01,79.956,33.5,95.17999999999999,1.6425999999999998,0.3702432938240798,299,299,299
CELL_03,aggressive,300,2025-01-29 18:36:55,3.642,3.046,4.2,8.696,11.556,42.61,45.76,6.64,98.01,35.23,31.98,79.898,35.23,91.37,1.7391999999999999,0.4034965034965037,300,300,300
CELL_03,aggressive,301,2025-01-29 21:13:40,3.655,3.094,4.21,9.099,12.684,45.65,49.4,2.77,98.55,26.75,32.77,79.819,26.75,95.78,1.8198,0.3112970711297072,301,301,301
CELL_03,aggressive,302,2025-01-29 23:55:27,3.555,2.925,4.184,9.176,12.56,46.67,51.05,12.15,96.06,27.28,28.6,79.747,27.28,83.91,1.8352,0.3720449172576833,302,302,302
CELL_03,aggressive,303,2025-01-30 02:05:31,3.581,2.951,4.219,8.979,12.538,42.34,48.77,6.35,97.5,31.54,30.7,79.694,31.54,91.15,1.7957999999999998,0.35627985389154254,303,303,303
CELL_03,aggressive,304,2025-01-30 04:07:47,3.649,3.09,4.183,8.802,11.96,47.97,51.32,5.22,97.93,37.32,36.45,79.624,37.32,92.71000000000001,1.7604,0.34610512982900554,304,304,304
CELL_03,aggressive,305,2025-01-30 06:47:41,3.554,2.935,4.217,8.584,11.889,45.19,49.58,2.37,96.07,31.26,27.03,79.56,31.26,93.69999999999999,1.7167999999999999,0.38789712556732214,305,305,305
CELL_03,aggressive,306,2025-01-30 09:39:51,3.577,2.94,4.226,8.937,11.365,46.16,50.88,0.58,99.58,37.51,34.56,79.477,37.51,99.0,1.7873999999999999,0.5296540362438219,306,306,306
CELL_03,aggressive,307,2025-01-30 12:19:15,3.602,2.952,4.201,8.568,12.003,40.96,47.83,0.0,98.45,40.49,35.03,79.43,40.49,98.45,1.7136,0.36360989810771455,307,307,307
CELL_03,aggressive,308,2025-01-30 14:29:41,3.605,2.952,4.206,9.37,13.51,46.81,51.59,11.85,98.86,35.12,29.96,79.352,35.12,87.01,1.8739999999999999,0.3028985507246377,308,308,308
CELL_03,aggressive,309,2025-01-30 17:18:55,3.626,2.982,4.261,9.132,13.442,42.09,45.71,6.89,98.77,35.29,28.55,79.295,35.29,91.88,1.8264,0.2967517401392111,309,309,309
CELL_03,aggressive,310,2025-01-30 19:16:17,3.577,2.934,4.249,9.363,12.588,45.21,48.89,6.34,96.27,26.93,26.41,79.224,26.93,89.92999999999999,1.8725999999999998,0.407751937984496,310,310,310
